# wavelength flux(cal) flux
5791.5161 5.671823e+02 7.106484e+02
5792.7127 5.616736e+02 7.035469e+02
5793.9093 5.431197e+02 6.801147e+02
5795.1058 5.602338e+02 7.013491e+02
5796.3024 5.563351e+02 6.962744e+02
5797.4990 5.584356e+02 6.987097e+02
5798.6955 4.686552e+02 5.862158e+02
5799.8921 4.307827e+02 5.386958e+02
5801.0887 4.951602e+02 6.190320e+02
5802.2853 5.411482e+02 6.763418e+02
5803.4818 5.572860e+02 6.963245e+02
5804.6784 4.976949e+02 6.217002e+02
5805.8750 5.561935e+02 6.945903e+02
5807.0715 6.260862e+02 7.816689e+02
5808.2681 7.218577e+02 9.010044e+02
5809.4647 5.939112e+02 7.411128e+02
5810.6612 4.726542e+02 5.896504e+02
5811.8578 5.379539e+02 6.709424e+02
5813.0544 4.815753e+02 6.004741e+02
5814.2510 5.279518e+02 6.581353e+02
5815.4475 4.866047e+02 6.064414e+02
5816.6441 5.560263e+02 6.927881e+02
5817.8407 5.097626e+02 6.349893e+02
5819.0372 5.637393e+02 7.020547e+02
5820.2338 5.734469e+02 7.139717e+02
5821.4304 6.158579e+02 7.665920e+02
5822.6270 6.125333e+02 7.622727e+02
5823.8235 6.282352e+02 7.816292e+02
5825.0201 6.017899e+02 7.485522e+02
5826.2167 5.963107e+02 7.415654e+02
5827.4132 6.143212e+02 7.637881e+02
5828.6098 5.932036e+02 7.373652e+02
5829.8064 5.195161e+02 6.456250e+02
5831.0030 4.488394e+02 5.576680e+02
5832.1995 4.937494e+02 6.133320e+02
5833.3961 6.011890e+02 7.466299e+02
5834.5927 5.472653e+02 6.795142e+02
5835.7892 5.019065e+02 6.230610e+02
5836.9858 6.035472e+02 7.490784e+02
5838.1824 6.643030e+02 8.243115e+02
5839.3789 6.103890e+02 7.572549e+02
5840.5755 5.247259e+02 6.508472e+02
5841.7721 5.869790e+02 7.279160e+02
5842.9687 4.949231e+02 6.136343e+02
5844.1652 4.493289e+02 5.569939e+02
5845.3618 4.874155e+02 6.040886e+02
5846.5584 5.177664e+02 6.415808e+02
5847.7549 5.991890e+02 7.423328e+02
5848.9515 5.595236e+02 6.930610e+02
5850.1481 5.629442e+02 6.971685e+02
5851.3447 4.996006e+02 6.186084e+02
5852.5412 5.583598e+02 6.912393e+02
5853.7378 5.347111e+02 6.618445e+02
5854.9344 5.536891e+02 6.852141e+02
5856.1309 5.110684e+02 6.323594e+02
5857.3275 5.058228e+02 6.257617e+02
5858.5241 6.014772e+02 7.439719e+02
5859.7207 5.934603e+02 7.339338e+02
5860.9172 5.598510e+02 6.922559e+02
5862.1138 4.563000e+02 5.641240e+02
5863.3104 5.429263e+02 6.711138e+02
5864.5069 6.189639e+02 7.649849e+02
5865.7035 5.199780e+02 6.425483e+02
5866.9001 4.319428e+02 5.336807e+02
5868.0967 4.622650e+02 5.710601e+02
5869.2932 5.520135e+02 6.818315e+02
5870.4898 6.040211e+02 7.459629e+02
5871.6864 6.617264e+02 8.171138e+02
5872.8829 6.025037e+02 7.438813e+02
5874.0795 4.872283e+02 6.014751e+02
5875.2761 5.157101e+02 6.365508e+02
5876.4726 5.300089e+02 6.541147e+02
5877.6692 3.687310e+02 4.550142e+02
5878.8658 4.825370e+02 5.953765e+02
5880.0624 5.097440e+02 6.288687e+02
5881.2589 5.472610e+02 6.750723e+02
5882.4555 4.684525e+02 5.777905e+02
5883.6521 4.671888e+02 5.761660e+02
5884.8486 5.333532e+02 6.576904e+02
5886.0452 4.271790e+02 5.267070e+02
5887.2418 4.270193e+02 5.264541e+02
5888.4384 4.368940e+02 5.385723e+02
5889.6349 4.953297e+02 6.105459e+02
5890.8315 5.339431e+02 6.580762e+02
5892.0281 4.389059e+02 5.408926e+02
5893.2246 3.562475e+02 4.389863e+02
5894.4212 2.773622e+02 3.417490e+02
5895.6178 3.926821e+02 4.837969e+02
5896.8144 5.467083e+02 6.735049e+02
5898.0109 4.892531e+02 6.026748e+02
5899.2075 4.106313e+02 5.057861e+02
5900.4041 4.017061e+02 4.947549e+02
5901.6006 4.596972e+02 5.661367e+02
5902.7972 5.728912e+02 7.054897e+02
5903.9938 5.729181e+02 7.054746e+02
5905.1903 4.879799e+02 6.008447e+02
5906.3869 5.190848e+02 6.391035e+02
5907.5835 4.610270e+02 5.675879e+02
5908.7801 5.770867e+02 7.104326e+02
5909.9766 6.088665e+02 7.495146e+02
5911.1732 5.838013e+02 7.186221e+02
5912.3698 4.857453e+02 5.978921e+02
5913.5663 3.812583e+02 4.692598e+02
5914.7629 4.736567e+02 5.829600e+02
5915.9595 4.878117e+02 6.003569e+02
5917.1561 4.850875e+02 5.969814e+02
5918.3526 6.170951e+02 7.594121e+02
5919.5492 6.197685e+02 7.626772e+02
5920.7458 4.744363e+02 5.838164e+02
5921.9423 5.202986e+02 6.402349e+02
5923.1389 5.590154e+02 6.878599e+02
5924.3355 4.474249e+02 5.505376e+02
5925.5321 4.475280e+02 5.506543e+02
5926.7286 4.716481e+02 5.803232e+02
5927.9252 5.219083e+02 6.421558e+02
5929.1218 6.730856e+02 8.281558e+02
5930.3183 6.418344e+02 7.896987e+02
5931.5149 5.876498e+02 7.230278e+02
5932.7115 5.845026e+02 7.191543e+02
5933.9081 6.829755e+02 8.403130e+02
5935.1046 5.981899e+02 7.359980e+02
5936.3012 4.557357e+02 5.607295e+02
5937.4978 4.629014e+02 5.695513e+02
5938.6943 4.482273e+02 5.515029e+02
5939.8909 3.896965e+02 4.794932e+02
5941.0875 4.551201e+02 5.600020e+02
5942.2840 4.742596e+02 5.835640e+02
5943.4806 4.495227e+02 5.531387e+02
5944.6772 4.304724e+02 5.297109e+02
5945.8738 4.793446e+02 5.898667e+02
5947.0703 4.574253e+02 5.629111e+02
5948.2669 4.835454e+02 5.950752e+02
5949.4635 5.145822e+02 6.332939e+02
5950.6600 4.541705e+02 5.589678e+02
5951.8566 4.441476e+02 5.466553e+02
5953.0532 4.851893e+02 5.971963e+02
5954.2498 5.003570e+02 6.158950e+02
5955.4463 5.547969e+02 6.829404e+02
5956.6429 6.293724e+02 7.747822e+02
5957.8395 5.573407e+02 6.861470e+02
5959.0360 5.354891e+02 6.592842e+02
5960.2326 6.154378e+02 7.577622e+02
5961.4292 5.575941e+02 6.865859e+02
5962.6258 5.359872e+02 6.600249e+02
5963.8223 5.082516e+02 6.259146e+02
5965.0189 6.436031e+02 7.926582e+02
5966.2155 5.467553e+02 6.734316e+02
5967.4120 4.705670e+02 5.796367e+02
5968.6086 5.464624e+02 6.731777e+02
5969.8052 4.524652e+02 5.574307e+02
5971.0017 4.243719e+02 5.228652e+02
5972.1983 4.467384e+02 5.504717e+02
5973.3949 4.702432e+02 5.794873e+02
5974.5915 4.596970e+02 5.665444e+02
5975.7880 5.023421e+02 6.191616e+02
5976.9846 5.158654e+02 6.358931e+02
5978.1812 6.150724e+02 7.582603e+02
5979.3777 4.661129e+02 5.746836e+02
5980.5743 4.282809e+02 5.280962e+02
5981.7709 4.226659e+02 5.212300e+02
5982.9675 4.422950e+02 5.454980e+02
5984.1640 4.821135e+02 5.946763e+02
5985.3606 4.614451e+02 5.692495e+02
5986.5572 5.019475e+02 6.192891e+02
5987.7537 5.241663e+02 6.467817e+02
5988.9503 4.612866e+02 5.692646e+02
5990.1469 4.626748e+02 5.710513e+02
5991.3435 4.428116e+02 5.466069e+02
5992.5400 4.710146e+02 5.814985e+02
5993.7366 4.524423e+02 5.586460e+02
5994.9332 5.267185e+02 6.504478e+02
5996.1297 4.528551e+02 5.593125e+02
5997.3263 5.038683e+02 6.224077e+02
5998.5229 4.599110e+02 5.681924e+02
5999.7195 5.053921e+02 6.244746e+02
