# wavelength flux(cal) flux
3671.4835 1.061518e+03 5.780783e+03
3672.7101 1.245348e+03 6.722035e+03
3673.9367 1.157339e+03 6.191838e+03
3675.1633 1.142821e+03 6.060164e+03
3676.3899 1.086880e+03 5.712605e+03
3677.6165 1.178154e+03 6.137619e+03
3678.8431 1.254361e+03 6.476871e+03
3680.0697 1.295280e+03 6.629041e+03
3681.2963 1.138318e+03 5.774240e+03
3682.5230 1.178649e+03 5.925979e+03
3683.7496 1.294186e+03 6.449375e+03
3684.9762 1.190340e+03 5.879463e+03
3686.2028 1.210390e+03 5.925686e+03
3687.4294 9.958372e+02 4.832256e+03
3688.6560 1.035710e+03 4.981377e+03
3689.8826 1.077623e+03 5.137240e+03
3691.1092 1.192216e+03 5.633410e+03
3692.3358 1.136930e+03 5.324838e+03
3693.5624 1.200306e+03 5.572152e+03
3694.7890 1.306535e+03 6.011926e+03
3696.0156 1.162265e+03 5.301055e+03
3697.2422 1.232353e+03 5.571344e+03
3698.4689 1.223864e+03 5.484402e+03
3699.6955 1.137623e+03 5.053238e+03
3700.9221 1.162904e+03 5.120289e+03
3702.1487 1.318515e+03 5.754656e+03
3703.3753 1.339120e+03 5.793512e+03
3704.6019 1.233508e+03 5.290016e+03
3705.8285 1.198517e+03 5.095148e+03
3707.0551 1.088403e+03 4.586750e+03
3708.2817 1.160700e+03 4.848904e+03
3709.5083 1.187526e+03 4.917906e+03
3710.7349 1.141691e+03 4.687111e+03
3711.9615 1.170872e+03 4.765314e+03
3713.1881 1.137167e+03 4.588154e+03
3714.4148 1.184119e+03 4.736387e+03
3715.6414 1.307414e+03 5.184533e+03
3716.8680 1.331309e+03 5.233916e+03
3718.0946 1.395979e+03 5.441083e+03
3719.3212 1.298742e+03 5.018742e+03
3720.5478 1.210411e+03 4.637436e+03
3721.7744 1.158839e+03 4.401986e+03
3723.0010 1.264181e+03 4.761270e+03
3724.2276 1.388820e+03 5.186275e+03
3725.4542 1.492887e+03 5.527654e+03
3726.6808 1.398438e+03 5.134160e+03
3727.9074 1.279852e+03 4.659152e+03
3729.1340 1.376505e+03 4.968829e+03
3730.3606 1.358546e+03 4.862828e+03
3731.5873 1.370914e+03 4.865998e+03
3732.8139 1.338815e+03 4.712357e+03
3734.0405 1.506336e+03 5.257812e+03
3735.2671 1.394567e+03 4.827223e+03
3736.4937 1.267892e+03 4.352356e+03
3737.7203 1.412816e+03 4.809742e+03
3738.9469 1.277215e+03 4.312254e+03
3740.1735 1.183912e+03 3.964364e+03
3741.4001 1.177352e+03 3.910069e+03
3742.6267 1.197203e+03 3.943484e+03
3743.8533 1.173074e+03 3.832502e+03
3745.0799 1.178947e+03 3.820382e+03
3746.3065 1.355260e+03 4.356131e+03
3747.5332 1.333490e+03 4.251527e+03
3748.7598 1.403039e+03 4.437238e+03
3749.9864 1.419866e+03 4.454398e+03
3751.2130 1.317772e+03 4.101021e+03
3752.4396 1.327073e+03 4.097020e+03
3753.6662 1.337288e+03 4.095727e+03
3754.8928 1.437966e+03 4.369174e+03
3756.1194 1.412893e+03 4.259082e+03
3757.3460 1.403743e+03 4.198191e+03
3758.5726 1.428133e+03 4.237633e+03
3759.7992 1.402373e+03 4.128670e+03
3761.0258 1.432143e+03 4.183476e+03
3762.2524 1.282484e+03 3.717229e+03
3763.4791 1.435193e+03 4.127683e+03
3764.7057 1.513531e+03 4.319448e+03
3765.9323 1.581359e+03 4.478385e+03
3767.1589 1.465170e+03 4.117610e+03
3768.3855 1.478908e+03 4.124561e+03
3769.6121 1.527326e+03 4.227275e+03
3770.8387 1.492276e+03 4.099048e+03
3772.0653 1.338832e+03 3.649876e+03
3773.2919 1.562610e+03 4.227987e+03
3774.5185 1.747729e+03 4.693553e+03
3775.7451 1.728579e+03 4.607600e+03
3776.9717 1.707360e+03 4.517330e+03
3778.1983 1.642250e+03 4.313014e+03
3779.4249 1.638712e+03 4.272110e+03
3780.6516 1.562759e+03 4.044304e+03
3781.8782 1.747479e+03 4.489410e+03
3783.1048 1.757168e+03 4.481570e+03
3784.3314 1.562561e+03 3.956466e+03
3785.5580 1.719572e+03 4.322728e+03
3786.7846 1.749982e+03 4.367698e+03
3788.0112 1.599056e+03 3.962580e+03
3789.2378 1.644778e+03 4.046983e+03
3790.4644 1.717690e+03 4.196552e+03
3791.6910 1.693649e+03 4.108746e+03
3792.9176 1.738165e+03 4.187256e+03
3794.1442 1.889945e+03 4.521208e+03
3795.3708 1.790157e+03 4.252830e+03
3796.5975 1.825696e+03 4.307360e+03
3797.8241 1.994167e+03 4.672558e+03
3799.0507 1.974687e+03 4.595329e+03
3800.2773 1.792385e+03 4.142758e+03
3801.5039 1.840040e+03 4.224157e+03
3802.7305 1.897888e+03 4.327657e+03
3803.9571 1.929940e+03 4.371297e+03
3805.1837 1.934911e+03 4.353381e+03
3806.4103 1.894377e+03 4.233955e+03
3807.6369 1.953296e+03 4.336875e+03
3808.8635 1.971355e+03 4.348283e+03
3810.0901 2.046858e+03 4.485388e+03
3811.3167 2.093507e+03 4.557859e+03
3812.5434 1.966930e+03 4.254661e+03
3813.7700 2.035422e+03 4.374569e+03
3814.9966 2.044695e+03 4.366456e+03
3816.2232 2.010515e+03 4.266220e+03
3817.4498 1.882081e+03 3.968484e+03
3818.6764 2.036178e+03 4.266461e+03
3819.9030 2.099510e+03 4.371708e+03
3821.1296 2.100059e+03 4.345715e+03
3822.3562 2.195325e+03 4.514822e+03
3823.5828 2.142340e+03 4.378824e+03
3824.8094 2.165353e+03 4.398866e+03
3826.0360 2.080650e+03 4.201163e+03
3827.2626 2.230156e+03 4.475893e+03
3828.4892 2.312584e+03 4.613509e+03
3829.7159 2.226316e+03 4.414948e+03
3830.9425 2.319453e+03 4.572409e+03
3832.1691 2.082446e+03 4.081025e+03
3833.3957 2.328285e+03 4.536111e+03
3834.6223 2.409250e+03 4.666560e+03
3835.8489 2.255261e+03 4.343051e+03
3837.0755 2.151003e+03 4.118489e+03
3838.3021 2.068555e+03 3.938024e+03
3839.5287 2.106442e+03 3.987411e+03
3840.7553 2.225594e+03 4.189220e+03
3841.9819 2.285835e+03 4.278521e+03
3843.2085 2.248506e+03 4.185237e+03
3844.4351 2.410897e+03 4.462700e+03
3845.6618 2.445645e+03 4.502163e+03
3846.8884 2.454293e+03 4.493438e+03
3848.1150 2.471171e+03 4.499822e+03
3849.3416 2.645880e+03 4.792020e+03
3850.5682 3.146862e+03 5.668889e+03
3851.7948 3.833300e+03 6.868793e+03
3853.0214 4.484129e+03 7.992616e+03
3854.2480 5.304204e+03 9.404809e+03
3855.4746 5.793372e+03 1.021871e+04
3856.7012 5.784332e+03 1.015005e+04
3857.9278 5.482872e+03 9.571703e+03
3859.1544 4.992292e+03 8.670876e+03
3860.3810 4.213348e+03 7.280949e+03
3861.6077 3.486068e+03 5.993906e+03
3862.8343 2.946936e+03 5.041663e+03
3864.0609 2.558405e+03 4.355292e+03
3865.2875 2.424825e+03 4.107607e+03
3866.5141 2.633317e+03 4.439026e+03
3867.7407 2.594429e+03 4.352294e+03
3868.9673 2.496049e+03 4.167131e+03
3870.1939 2.444380e+03 4.061402e+03
3871.4205 2.400410e+03 3.969460e+03
3872.6471 2.350068e+03 3.867951e+03
3873.8737 2.314967e+03 3.792411e+03
3875.1003 2.299199e+03 3.749150e+03
3876.3269 2.545673e+03 4.131999e+03
3877.5535 2.568409e+03 4.149909e+03
3878.7802 2.378588e+03 3.825833e+03
3880.0068 2.437083e+03 3.902339e+03
3881.2334 2.439841e+03 3.889373e+03
3882.4600 2.541410e+03 4.033403e+03
3883.6866 2.560365e+03 4.045695e+03
3884.9132 2.469999e+03 3.885956e+03
3886.1398 2.607328e+03 4.084342e+03
3887.3664 2.687505e+03 4.191951e+03
3888.5930 2.618684e+03 4.067299e+03
3889.8196 2.635325e+03 4.075946e+03
3891.0462 2.459445e+03 3.788070e+03
3892.2728 2.537895e+03 3.892751e+03
3893.4994 2.502438e+03 3.822640e+03
3894.7261 2.370356e+03 3.606170e+03
3895.9527 2.478056e+03 3.754841e+03
3897.1793 2.629201e+03 3.967958e+03
3898.4059 2.718055e+03 4.085822e+03
3899.6325 2.841491e+03 4.254620e+03
3900.8591 2.751338e+03 4.103616e+03
3902.0857 2.705647e+03 4.019917e+03
3903.3123 2.796748e+03 4.139404e+03
3904.5389 2.620998e+03 3.864600e+03
3905.7655 2.713684e+03 3.986259e+03
3906.9921 2.491366e+03 3.646087e+03
3908.2187 2.880018e+03 4.199357e+03
3909.4453 2.687822e+03 3.904822e+03
3910.6720 2.681251e+03 3.881201e+03
3911.8986 2.508803e+03 3.618578e+03
3913.1252 2.593927e+03 3.728091e+03
3914.3518 2.721058e+03 3.897075e+03
3915.5784 2.866710e+03 4.091397e+03
3916.8050 2.853121e+03 4.057977e+03
3918.0316 2.733387e+03 3.874419e+03
3919.2582 2.699816e+03 3.813910e+03
3920.4848 2.663749e+03 3.750376e+03
3921.7114 2.417963e+03 3.393055e+03
3922.9380 2.450154e+03 3.426958e+03
3924.1646 2.803461e+03 3.908396e+03
3925.3912 2.726640e+03 3.789089e+03
3926.6178 2.738331e+03 3.793239e+03
3927.8445 2.857062e+03 3.945259e+03
3929.0711 2.814225e+03 3.874008e+03
3930.2977 2.665423e+03 3.657867e+03
3931.5243 2.662463e+03 3.642668e+03
3932.7509 2.670054e+03 3.642038e+03
3933.9775 2.635060e+03 3.583582e+03
3935.2041 2.595887e+03 3.519889e+03
3936.4307 2.635147e+03 3.562693e+03
3937.6573 2.831511e+03 3.817123e+03
3938.8839 2.623689e+03 3.526863e+03
3940.1105 2.773102e+03 3.717185e+03
3941.3371 2.589161e+03 3.460934e+03
3942.5637 2.549072e+03 3.397942e+03
3943.7904 2.546132e+03 3.384762e+03
3945.0170 2.574681e+03 3.413481e+03
3946.2436 3.054415e+03 4.038712e+03
3947.4702 2.776984e+03 3.662203e+03
3948.6968 2.579869e+03 3.393395e+03
3949.9234 2.634460e+03 3.456285e+03
3951.1500 2.644797e+03 3.461025e+03
3952.3766 2.827329e+03 3.690598e+03
3953.6032 2.454192e+03 3.195584e+03
3954.8298 2.611982e+03 3.392707e+03
3956.0564 2.855427e+03 3.699943e+03
3957.2830 2.850284e+03 3.684452e+03
3958.5096 2.787905e+03 3.595313e+03
3959.7363 2.756389e+03 3.546390e+03
3960.9629 2.751213e+03 3.531590e+03
3962.1895 2.816834e+03 3.607617e+03
3963.4161 2.924845e+03 3.737559e+03
3964.6427 2.940192e+03 3.748863e+03
3965.8693 2.917772e+03 3.712162e+03
3967.0959 2.873649e+03 3.648158e+03
3968.3225 2.831515e+03 3.587037e+03
3969.5491 2.742371e+03 3.466832e+03
3970.7757 2.897342e+03 3.655180e+03
3972.0023 2.888517e+03 3.636627e+03
3973.2289 2.767344e+03 3.477077e+03
3974.4555 2.735968e+03 3.430852e+03
3975.6821 2.708026e+03 3.389189e+03
3976.9088 2.735684e+03 3.417224e+03
3978.1354 2.723542e+03 3.395613e+03
3979.3620 2.874022e+03 3.576542e+03
3980.5886 2.759889e+03 3.428197e+03
3981.8152 2.777615e+03 3.443970e+03
3983.0418 2.842799e+03 3.518510e+03
3984.2684 2.722569e+03 3.363788e+03
3985.4950 2.754795e+03 3.397725e+03
3986.7216 2.997803e+03 3.691161e+03
3987.9482 3.101449e+03 3.812391e+03
3989.1748 3.002998e+03 3.685295e+03
3990.4014 2.970800e+03 3.639880e+03
3991.6280 2.745625e+03 3.358635e+03
3992.8547 2.764205e+03 3.376069e+03
3994.0813 2.723792e+03 3.321590e+03
3995.3079 2.834530e+03 3.451404e+03
3996.5345 3.187152e+03 3.874998e+03
3997.7611 3.741137e+03 4.541901e+03
3998.9877 4.497297e+03 5.452081e+03
4000.2143 4.925779e+03 5.963121e+03
4001.4409 4.830677e+03 5.839904e+03
4002.6675 4.669017e+03 5.636811e+03
4003.8941 4.265907e+03 5.143286e+03
4005.1207 4.024391e+03 4.845759e+03
4006.3473 3.484006e+03 4.189708e+03
4007.5739 2.922073e+03 3.509540e+03
4008.8006 2.915709e+03 3.497585e+03
4010.0272 2.909782e+03 3.486265e+03
4011.2538 2.841542e+03 3.400482e+03
4012.4804 2.809264e+03 3.357965e+03
4013.7070 2.713334e+03 3.239625e+03
4014.9336 2.776123e+03 3.310919e+03
4016.1602 2.741583e+03 3.266180e+03
4017.3868 2.825189e+03 3.362215e+03
4018.6134 2.927946e+03 3.480894e+03
4019.8400 3.190007e+03 3.788604e+03
4021.0666 3.387996e+03 4.019767e+03
4022.2932 3.211608e+03 3.806808e+03
4023.5198 3.189662e+03 3.777232e+03
4024.7464 3.245573e+03 3.839909e+03
4025.9731 2.994428e+03 3.539600e+03
4027.1997 2.872936e+03 3.393024e+03
4028.4263 2.934979e+03 3.463351e+03
4029.6529 2.821280e+03 3.326428e+03
4030.8795 2.733173e+03 3.219950e+03
4032.1061 2.691159e+03 3.167973e+03
4033.3327 2.781777e+03 3.272155e+03
4034.5593 2.719848e+03 3.196947e+03
4035.7859 2.729301e+03 3.205759e+03
4037.0125 2.851128e+03 3.346528e+03
4038.2391 2.807922e+03 3.293598e+03
4039.4657 2.708271e+03 3.174641e+03
4040.6923 2.887015e+03 3.382033e+03
4041.9190 2.773919e+03 3.247568e+03
4043.1456 2.649136e+03 3.099656e+03
4044.3722 2.574421e+03 3.010528e+03
4045.5988 2.684058e+03 3.137025e+03
4046.8254 2.763708e+03 3.228422e+03
4048.0520 2.816687e+03 3.288650e+03
4049.2786 2.810783e+03 3.280170e+03
4050.5052 2.860205e+03 3.336299e+03
4051.7318 2.881358e+03 3.359483e+03
4052.9584 2.743659e+03 3.197582e+03
4054.1850 2.665601e+03 3.105356e+03
4055.4116 2.736282e+03 3.186477e+03
4056.6382 2.733866e+03 3.182506e+03
4057.8649 2.576710e+03 2.998527e+03
4059.0915 2.521595e+03 2.933438e+03
4060.3181 2.593967e+03 3.016708e+03
4061.5447 2.581574e+03 3.001436e+03
4062.7713 2.586453e+03 3.006305e+03
4063.9979 2.578577e+03 2.996405e+03
4065.2245 2.405789e+03 2.794976e+03
4066.4511 2.602940e+03 3.023383e+03
4067.6777 2.755278e+03 3.199711e+03
4068.9043 2.635144e+03 3.059665e+03
4070.1309 2.712146e+03 3.148581e+03
4071.3575 2.438731e+03 2.830778e+03
4072.5841 2.588302e+03 3.004032e+03
4073.8107 2.552838e+03 2.962569e+03
4075.0374 2.525516e+03 2.930613e+03
4076.2640 2.650276e+03 3.075179e+03
4077.4906 2.795384e+03 3.243390e+03
4078.7172 2.775529e+03 3.220249e+03
4079.9438 2.620970e+03 3.040879e+03
4081.1704 2.611577e+03 3.029986e+03
4082.3970 2.658604e+03 3.084605e+03
4083.6236 2.662919e+03 3.089720e+03
4084.8502 2.708660e+03 3.142955e+03
4086.0768 2.597198e+03 3.013828e+03
4087.3034 2.683835e+03 3.114628e+03
4088.5300 2.817626e+03 3.270224e+03
4089.7566 2.661220e+03 3.089056e+03
4090.9833 2.551407e+03 2.961983e+03
4092.2099 2.603321e+03 3.022700e+03
4093.4365 2.585322e+03 3.002296e+03
4094.6631 2.596459e+03 3.015772e+03
4095.8897 2.592028e+03 3.011215e+03
4097.1163 2.627261e+03 3.052790e+03
4098.3429 2.758902e+03 3.206478e+03
4099.5695 2.834492e+03 3.295125e+03
4100.7961 3.081370e+03 3.583040e+03
4102.0227 3.459383e+03 4.023687e+03
4103.2493 3.567109e+03 4.150171e+03
4104.4759 3.667680e+03 4.268461e+03
4105.7025 3.365544e+03 3.918066e+03
4106.9292 3.307548e+03 3.851816e+03
4108.1558 3.241328e+03 3.775994e+03
4109.3824 2.937742e+03 3.423553e+03
4110.6090 2.718224e+03 3.168908e+03
4111.8356 2.771740e+03 3.232541e+03
4113.0622 2.603324e+03 3.037336e+03
4114.2888 2.672848e+03 3.119736e+03
4115.5154 2.583837e+03 3.017126e+03
4116.7420 2.683533e+03 3.134916e+03
4117.9686 2.802546e+03 3.275428e+03
4119.1952 2.812661e+03 3.288777e+03
4120.4218 2.744891e+03 3.211070e+03
4121.6484 2.697452e+03 3.157123e+03
4122.8750 2.690553e+03 3.150635e+03
4124.1017 2.664996e+03 3.122318e+03
4125.3283 2.743130e+03 3.215559e+03
4126.5549 2.762729e+03 3.240284e+03
4127.7815 2.694504e+03 3.162015e+03
4129.0081 2.758629e+03 3.239096e+03
4130.2347 2.707712e+03 3.181146e+03
4131.4613 2.611417e+03 3.069820e+03
4132.6879 2.654010e+03 3.121765e+03
4133.9145 2.709658e+03 3.189173e+03
4135.1411 2.686990e+03 3.164466e+03
4136.3677 2.642832e+03 3.114438e+03
4137.5943 2.734443e+03 3.224480e+03
4138.8209 2.600563e+03 3.068625e+03
4140.0476 2.483025e+03 2.931892e+03
4141.2742 2.649143e+03 3.130165e+03
4142.5008 2.625800e+03 3.104726e+03
4143.7274 2.482621e+03 2.937490e+03
4144.9540 2.688953e+03 3.183892e+03
4146.1806 2.703847e+03 3.203839e+03
4147.4072 2.730274e+03 3.237522e+03
4148.6338 2.557613e+03 3.035036e+03
4149.8604 2.642849e+03 3.138543e+03
4151.0870 2.649654e+03 3.149025e+03
4152.3136 2.625852e+03 3.123149e+03
4153.5402 2.484110e+03 2.956876e+03
4154.7668 2.719900e+03 3.240105e+03
4155.9935 2.660516e+03 3.171904e+03
4157.2201 2.640234e+03 3.150277e+03
4158.4467 2.696834e+03 3.220453e+03
4159.6733 2.696428e+03 3.222639e+03
4160.8999 2.745357e+03 3.283870e+03
4162.1265 2.645772e+03 3.167435e+03
4163.3531 2.724016e+03 3.263899e+03
4164.5797 2.641626e+03 3.167920e+03
4165.8063 2.549192e+03 3.059743e+03
4167.0329 2.626278e+03 3.155051e+03
4168.2595 2.744790e+03 3.300363e+03
4169.4861 2.683034e+03 3.229011e+03
4170.7127 2.551896e+03 3.073975e+03
4171.9393 2.573705e+03 3.103086e+03
4173.1660 2.641994e+03 3.188365e+03
4174.3926 2.654638e+03 3.206610e+03
4175.6192 2.634339e+03 3.185082e+03
4176.8458 2.687804e+03 3.252805e+03
4178.0724 2.550341e+03 3.089395e+03
4179.2990 2.678713e+03 3.248024e+03
4180.5256 2.634144e+03 3.197082e+03
4181.7522 2.553279e+03 3.101965e+03
4182.9788 2.571888e+03 3.127651e+03
4184.2054 2.393986e+03 2.914194e+03
4185.4320 2.487699e+03 3.031296e+03
4186.6586 2.529715e+03 3.085594e+03
4187.8852 2.600252e+03 3.174843e+03
4189.1119 2.494118e+03 3.048361e+03
4190.3385 2.463265e+03 3.013741e+03
4191.5651 2.481371e+03 3.039028e+03
4192.7917 2.676719e+03 3.281685e+03
4194.0183 2.650984e+03 3.253531e+03
4195.2449 2.714218e+03 3.334642e+03
4196.4715 2.726743e+03 3.353573e+03
4197.6981 2.618462e+03 3.223827e+03
4198.9247 2.589510e+03 3.191593e+03
4200.1513 2.555537e+03 3.153109e+03
4201.3779 2.349665e+03 2.902232e+03
4202.6045 2.405978e+03 2.975020e+03
4203.8311 2.528271e+03 3.129652e+03
4205.0578 2.551950e+03 3.162434e+03
4206.2844 2.489330e+03 3.088238e+03
4207.5110 2.601270e+03 3.230688e+03
4208.7376 2.702586e+03 3.360260e+03
4209.9642 2.561816e+03 3.188798e+03
4211.1908 2.387642e+03 2.975338e+03
4212.4174 2.401215e+03 2.995632e+03
4213.6440 2.574234e+03 3.215123e+03
4214.8706 2.518694e+03 3.149338e+03
4216.0972 2.444738e+03 3.060360e+03
4217.3238 2.540870e+03 3.184353e+03
4218.5504 2.571992e+03 3.227071e+03
4219.7770 2.552338e+03 3.206117e+03
4221.0036 2.509827e+03 3.156379e+03
4222.2303 2.403980e+03 3.026789e+03
4223.4569 2.413387e+03 3.042188e+03
4224.6835 2.501212e+03 3.156597e+03
4225.9101 2.537059e+03 3.205607e+03
4227.1367 2.584141e+03 3.268954e+03
4228.3633 2.421873e+03 3.067317e+03
4229.5899 2.465584e+03 3.126392e+03
4230.8165 2.313531e+03 2.937086e+03
4232.0431 2.453432e+03 3.118420e+03
4233.2697 2.387106e+03 3.037759e+03
4234.4963 2.356223e+03 3.002066e+03
4235.7229 2.385196e+03 3.042647e+03
4236.9495 2.592405e+03 3.310973e+03
4238.1762 2.759116e+03 3.528169e+03
4239.4028 3.059116e+03 3.916546e+03
4240.6294 3.193505e+03 4.093588e+03
4241.8560 3.125407e+03 4.011194e+03
4243.0826 2.972465e+03 3.819579e+03
4244.3092 2.924930e+03 3.763111e+03
4245.5358 2.800528e+03 3.607495e+03
4246.7624 2.597021e+03 3.349473e+03
4247.9890 2.360222e+03 3.047826e+03
4249.2156 2.278809e+03 2.946339e+03
4250.4422 2.287981e+03 2.961867e+03
4251.6688 2.296312e+03 2.976347e+03
4252.8954 2.309813e+03 2.997574e+03
4254.1221 2.286649e+03 2.971214e+03
4255.3487 2.205372e+03 2.869185e+03
4256.5753 2.288101e+03 2.980541e+03
4257.8019 2.414850e+03 3.149591e+03
4259.0285 2.417794e+03 3.157389e+03
4260.2551 2.348395e+03 3.070616e+03
4261.4817 2.360140e+03 3.089858e+03
4262.7083 2.212583e+03 2.900330e+03
4263.9349 2.283563e+03 2.997151e+03
4265.1615 2.298990e+03 3.021212e+03
4266.3881 2.267685e+03 2.983844e+03
4267.6147 2.255821e+03 2.971992e+03
4268.8413 2.115482e+03 2.790632e+03
4270.0679 2.253229e+03 2.976113e+03
4271.2946 2.010185e+03 2.658469e+03
4272.5212 2.227680e+03 2.949852e+03
4273.7478 2.222399e+03 2.946604e+03
4274.9744 2.283846e+03 3.031930e+03
4276.2010 2.217524e+03 2.947636e+03
4277.4276 2.244638e+03 2.987482e+03
4278.6542 2.184278e+03 2.910857e+03
4279.8808 2.173798e+03 2.900590e+03
4281.1074 2.273612e+03 3.037651e+03
4282.3340 2.230389e+03 2.983713e+03
4283.5606 2.246939e+03 3.009697e+03
4284.7872 2.297369e+03 3.081183e+03
4286.0138 2.228724e+03 2.992941e+03
4287.2405 2.184392e+03 2.937164e+03
4288.4671 2.177298e+03 2.931373e+03
4289.6937 2.196923e+03 2.961583e+03
4290.9203 2.301384e+03 3.106376e+03
4292.1469 2.336297e+03 3.157541e+03
4293.3735 2.246596e+03 3.040198e+03
4294.6001 2.157978e+03 2.924017e+03
4295.8267 2.128594e+03 2.887896e+03
4297.0533 2.089014e+03 2.837828e+03
4298.2799 2.247921e+03 3.057607e+03
4299.5065 2.213248e+03 3.014299e+03
4300.7331 2.242105e+03 3.057510e+03
4301.9597 2.245627e+03 3.066233e+03
4303.1864 2.222701e+03 3.038813e+03
4304.4130 2.234418e+03 3.058740e+03
4305.6396 2.194150e+03 3.007456e+03
4306.8662 2.116858e+03 2.905223e+03
4308.0928 2.208396e+03 3.034724e+03
4309.3194 2.150073e+03 2.958349e+03
4310.5460 2.051877e+03 2.826842e+03
4311.7726 2.049519e+03 2.827194e+03
4312.9992 2.114469e+03 2.920507e+03
4314.2258 2.168859e+03 2.999446e+03
4315.4524 2.308186e+03 3.196193e+03
4316.6790 2.274982e+03 3.154222e+03
4317.9056 2.256270e+03 3.132253e+03
4319.1322 2.237330e+03 3.109903e+03
4320.3589 2.213870e+03 3.081199e+03
4321.5855 2.195018e+03 3.058834e+03
4322.8121 2.268188e+03 3.164801e+03
4324.0387 2.262576e+03 3.160965e+03
4325.2653 2.167174e+03 3.031508e+03
4326.4919 2.097257e+03 2.937411e+03
4327.7185 2.118001e+03 2.970206e+03
4328.9451 2.220700e+03 3.118150e+03
4330.1717 2.128404e+03 2.992314e+03
4331.3983 2.057349e+03 2.896054e+03
4332.6249 2.199340e+03 3.099815e+03
4333.8515 2.211935e+03 3.121476e+03
4335.0781 2.162890e+03 3.056084e+03
4336.3048 2.286814e+03 3.235224e+03
4337.5314 2.246591e+03 3.182287e+03
4338.7580 2.187758e+03 3.102814e+03
4339.9846 2.165037e+03 3.074413e+03
4341.2112 2.192008e+03 3.116581e+03
4342.4378 2.184885e+03 3.110310e+03
4343.6644 2.206876e+03 3.145507e+03
4344.8910 2.102919e+03 3.001044e+03
4346.1176 2.110973e+03 3.016259e+03
4347.3442 2.212520e+03 3.165251e+03
4348.5708 2.251689e+03 3.225253e+03
4349.7974 2.277507e+03 3.266243e+03
4351.0240 2.246975e+03 3.226408e+03
4352.2507 2.264568e+03 3.255651e+03
4353.4773 2.395183e+03 3.447639e+03
4354.7039 2.272972e+03 3.275719e+03
4355.9305 2.288995e+03 3.302828e+03
4357.1571 2.197216e+03 3.174250e+03
4358.3837 2.200898e+03 3.183426e+03
4359.6103 2.217314e+03 3.211052e+03
4360.8369 2.233429e+03 3.238297e+03
4362.0635 2.225970e+03 3.231371e+03
4363.2901 2.298220e+03 3.340268e+03
