# wavelength flux(cal) flux
4139.9200 9.907209e+02 1.256333e+03
4141.1467 8.377420e+02 1.063068e+03
4142.3735 7.769446e+02 9.866035e+02
4143.6002 8.293611e+02 1.053907e+03
4144.8270 8.784482e+02 1.117082e+03
4146.0537 8.576758e+02 1.091457e+03
4147.2805 7.935593e+02 1.010605e+03
4148.5072 8.116388e+02 1.034399e+03
4149.7339 8.919185e+02 1.137568e+03
4150.9607 8.748342e+02 1.116629e+03
4152.1874 8.321999e+02 1.063031e+03
4153.4142 8.108146e+02 1.036523e+03
4154.6409 8.059135e+02 1.031071e+03
4155.8676 7.871057e+02 1.007813e+03
4157.0944 5.884885e+02 7.541118e+02
4158.3211 2.392915e+02 3.068877e+02
4159.5479 -1.701933e+02 -2.184504e+02
4160.7746 -6.766874e+02 -8.692812e+02
4162.0014 -6.373474e+02 -8.194338e+02
4163.2281 3.444210e+02 4.431965e+02
4164.4548 8.320202e+02 1.071552e+03
4165.6816 8.693091e+02 1.120546e+03
4166.9083 8.736064e+02 1.127070e+03
4168.1351 9.136307e+02 1.179747e+03
4169.3618 8.854704e+02 1.144402e+03
4170.5886 9.043867e+02 1.169899e+03
4171.8153 8.913347e+02 1.154059e+03
4173.0420 8.282574e+02 1.073368e+03
4174.2688 7.416398e+02 9.620020e+02
4175.4955 8.737957e+02 1.134476e+03
4176.7223 7.550989e+02 9.812849e+02
4177.9490 8.353448e+02 1.086590e+03
4179.1758 9.080700e+02 1.182310e+03
4180.4025 8.966063e+02 1.168499e+03
4181.6292 8.622054e+02 1.124748e+03
4182.8560 8.957953e+02 1.169698e+03
4184.0827 8.373395e+02 1.094435e+03
4185.3095 8.233096e+02 1.077155e+03
4186.5362 8.616646e+02 1.128450e+03
4187.7630 8.733275e+02 1.144861e+03
4188.9897 8.774828e+02 1.151460e+03
4190.2164 8.838639e+02 1.161002e+03
4191.4432 8.080129e+02 1.062443e+03
4192.6699 8.099908e+02 1.066129e+03
4193.8967 8.344698e+02 1.099474e+03
4195.1234 8.471981e+02 1.117395e+03
4196.3501 8.502842e+02 1.122628e+03
4197.5769 8.516490e+02 1.125601e+03
4198.8036 7.953285e+02 1.052265e+03
4200.0304 8.083186e+02 1.070577e+03
4201.2571 7.880460e+02 1.044832e+03
4202.4839 7.807688e+02 1.036284e+03
4203.7106 8.491671e+02 1.128270e+03
4204.9373 8.374991e+02 1.113961e+03
4206.1641 8.393491e+02 1.117626e+03
4207.3908 8.763740e+02 1.168190e+03
4208.6176 8.282562e+02 1.105251e+03
4209.8443 7.665635e+02 1.024044e+03
4211.0711 7.900620e+02 1.056593e+03
4212.2978 7.519864e+02 1.006780e+03
4213.5245 7.877590e+02 1.055840e+03
4214.7513 7.876034e+02 1.056804e+03
4215.9780 8.471422e+02 1.137959e+03
4217.2048 7.932369e+02 1.066741e+03
4218.4315 8.733712e+02 1.175824e+03
4219.6583 7.551497e+02 1.017807e+03
4220.8850 7.937759e+02 1.071078e+03
4222.1117 7.512795e+02 1.014886e+03
4223.3385 7.322889e+02 9.903582e+02
4224.5652 7.574658e+02 1.025578e+03
4225.7920 7.897546e+02 1.070520e+03
4227.0187 8.123553e+02 1.102421e+03
4228.2455 7.607084e+02 1.033522e+03
4229.4722 7.537084e+02 1.025196e+03
4230.6989 7.519738e+02 1.024022e+03
4231.9257 7.371128e+02 1.004951e+03
4233.1524 6.911651e+02 9.434058e+02
4234.3792 6.870873e+02 9.389355e+02
4235.6059 7.034377e+02 9.624050e+02
4236.8326 6.652315e+02 9.112021e+02
4238.0594 7.786103e+02 1.067758e+03
4239.2861 9.755656e+02 1.339434e+03
4240.5129 1.124737e+03 1.546070e+03
4241.7396 1.235729e+03 1.700653e+03
4242.9664 1.315968e+03 1.813231e+03
4244.1931 1.385167e+03 1.910849e+03
4245.4198 1.391168e+03 1.921416e+03
4246.6466 1.298807e+03 1.795994e+03
4247.8733 1.038547e+03 1.437824e+03
4249.1001 7.895156e+02 1.094361e+03
4250.3268 6.686815e+02 9.279844e+02
4251.5536 6.704992e+02 9.316262e+02
4252.7803 6.507723e+02 9.053062e+02
4254.0070 6.785431e+02 9.450779e+02
4255.2338 6.545939e+02 9.128232e+02
4256.4605 6.264329e+02 8.746104e+02
4257.6873 6.870131e+02 9.603533e+02
4258.9140 6.741568e+02 9.435254e+02
4260.1408 7.220612e+02 1.011799e+03
4261.3675 7.457017e+02 1.046196e+03
4262.5942 7.486494e+02 1.051611e+03
4263.8210 7.192578e+02 1.011557e+03
4265.0477 6.597897e+02 9.290540e+02
4266.2745 6.520754e+02 9.193130e+02
4267.5012 6.496486e+02 9.170115e+02
4268.7280 6.522599e+02 9.218242e+02
4269.9547 6.977512e+02 9.873237e+02
4271.1814 6.968955e+02 9.873215e+02
4272.4082 7.090818e+02 1.005819e+03
4273.6349 7.264299e+02 1.031691e+03
4274.8617 7.053737e+02 1.003017e+03
4276.0884 6.842054e+02 9.741118e+02
4277.3151 6.907946e+02 9.847019e+02
4278.5419 6.602436e+02 9.423101e+02
4279.7686 6.671822e+02 9.533845e+02
4280.9954 7.137409e+02 1.021171e+03
4282.2221 7.067103e+02 1.012357e+03
4283.4489 7.198712e+02 1.032480e+03
4284.6756 6.862029e+02 9.854031e+02
4285.9023 6.561940e+02 9.434705e+02
4287.1291 7.392687e+02 1.064224e+03
4288.3558 6.286371e+02 9.060781e+02
4289.5826 6.576106e+02 9.490066e+02
4290.8093 5.958640e+02 8.609587e+02
4292.0361 6.345977e+02 9.180544e+02
4293.2628 8.142137e+02 1.179351e+03
4294.4895 6.653146e+02 9.648645e+02
4295.7163 6.531354e+02 9.483682e+02
4296.9430 7.776743e+02 1.130592e+03
4298.1698 7.040298e+02 1.024786e+03
4299.3965 7.353113e+02 1.071637e+03
4300.6233 7.015461e+02 1.023685e+03
4301.8500 6.828578e+02 9.976405e+02
4303.0767 6.603063e+02 9.658787e+02
4304.3035 6.655154e+02 9.746941e+02
4305.5302 6.942913e+02 1.018087e+03
4306.7570 6.899873e+02 1.013017e+03
4307.9837 6.830117e+02 1.004005e+03
4309.2105 6.512681e+02 9.585156e+02
4310.4372 6.931907e+02 1.021465e+03
4311.6639 7.108040e+02 1.048701e+03
4312.8907 6.661390e+02 9.840049e+02
4314.1174 6.984200e+02 1.032950e+03
4315.3442 7.584898e+02 1.123161e+03
4316.5709 6.949753e+02 1.030364e+03
4317.7977 6.460280e+02 9.589619e+02
4319.0244 6.702340e+02 9.961040e+02
4320.2511 7.398527e+02 1.100908e+03
4321.4779 7.106750e+02 1.058776e+03
4322.7046 7.237567e+02 1.079573e+03
4323.9314 6.903826e+02 1.031039e+03
4325.1581 6.988724e+02 1.044981e+03
4326.3848 6.225970e+02 9.320564e+02
4327.6116 6.299815e+02 9.442498e+02
4328.8383 6.426195e+02 9.643535e+02
4330.0651 6.452846e+02 9.695188e+02
4331.2918 6.561146e+02 9.869758e+02
4332.5186 6.494963e+02 9.781931e+02
4333.7453 6.433713e+02 9.701301e+02
4334.9720 6.527208e+02 9.854062e+02
4336.1988 6.017937e+02 9.096082e+02
4337.4255 6.645798e+02 1.005708e+03
4338.6523 7.142626e+02 1.082181e+03
4339.8790 6.938687e+02 1.052532e+03
4341.1058 6.060806e+02 9.204583e+02
4342.3325 5.566807e+02 8.464368e+02
4343.5592 5.844277e+02 8.896780e+02
4344.7860 6.107184e+02 9.307991e+02
4346.0127 6.453246e+02 9.847024e+02
4347.2395 6.958870e+02 1.063106e+03
4348.4662 6.377638e+02 9.754558e+02
4349.6930 6.219157e+02 9.523318e+02
4350.9197 6.774485e+02 1.038583e+03
4352.1464 6.644302e+02 1.019815e+03
4353.3732 6.536860e+02 1.004493e+03
4354.5999 6.638373e+02 1.021279e+03
4355.8267 6.290500e+02 9.688845e+02
4357.0534 5.994117e+02 9.243042e+02
4358.2802 6.180953e+02 9.542166e+02
4359.5069 6.530552e+02 1.009351e+03
4360.7336 6.700759e+02 1.036850e+03
4361.9604 6.616418e+02 1.024975e+03
