# Wavelength in nm, Data in W / (nm m2)
wavelength data
328.75387237262885 2.500933587571801e-19
328.8159480781418 6.282557047812492e-19
328.8780237836547 9.904680897045558e-19
328.94009948916766 1.8752784630449513e-21
329.0021751946806 2.3659498803604884e-19
329.06425090019354 -2.0243459425099224e-19
329.1263266057065 7.692657479382198e-19
329.1884023112194 1.2306627605238392e-18
329.25047801673236 2.927815805951156e-19
329.3125537222453 4.039144509764054e-19
329.37462942775824 9.388585913205124e-19
329.4367051332712 1.4979709669411058e-18
329.4987808387841 1.478041308170861e-18
329.5608565442971 3.449177804489831e-19
329.62293224981005 1.472846419974826e-18
329.685007955323 -4.525741000642124e-19
329.7470836608359 -3.641089702018478e-19
329.80915936634887 3.0945397493192005e-19
329.8712350718618 2.031872659863262e-19
329.93331077737474 1.430933626956988e-18
329.9953864828877 1.3751246085781581e-18
330.0574621884006 -6.074855111347278e-19
330.1195378939136 1.021095353752824e-18
330.18161359942656 2.069438405330821e-18
330.2436893049395 -1.197709718556644e-18
330.30576501045243 -2.0693596691796232e-19
330.3678407159654 2.046349568080815e-18
330.4299164214783 3.810257749523783e-19
330.49199212699125 -3.5874198938027888e-19
330.5540678325042 1.6151994944412401e-18
330.6161435380171 1.6414038467959556e-18
330.67821924353007 1.1002173914629435e-18
330.740294949043 5.574349705872418e-19
330.80237065455594 1.852561885925866e-18
330.8644463600689 -9.220096655807539e-20
330.9265220655818 -4.092072509868156e-19
330.98859777109476 5.745272355844996e-19
331.0506734766077 2.8175367209370357e-18
331.11274918212064 -4.9066460344137e-19
331.1748248876336 -1.0550881941869776e-18
331.2369005931465 3.4414062093190654e-19
331.29897629865945 1.756339884916509e-18
331.3610520041724 3.254036394014211e-18
331.42312770968533 3.4201549961591696e-18
331.48520341519827 2.9820073978963173e-18
331.5472791207112 8.129260096056169e-20
331.60935482622415 2.0468391801838742e-18
331.6714305317371 1.743805815868054e-20
331.7335062372501 1.3422555678156516e-18
331.795581942763 1.4300990666433263e-18
331.85765764827596 4.608419617817678e-18
331.9197333537889 2.277840491892087e-18
331.98180905930184 2.3729113536582008e-20
332.0438847648148 4.924035210558702e-18
332.1059604703277 2.890705853895676e-18
332.16803617584065 3.981436498271572e-18
332.2301118813536 5.753986317552007e-18
332.2921875868666 3.758601289288544e-18
332.3542632923795 3.6530294145180896e-19
332.41633899789247 2.302363909524049e-18
