3800.70680976563 6.45667302240473e-19
3801.950769530681 5.11403585611409e-19
3803.194729295733 4.516915480576883e-19
3804.4386890607843 5.89459374953038e-19
3805.682648825834 4.978437565204162e-19
3806.926608590885 5.1380729573928305e-19
3808.1705683559358 5.520286916717101e-19
3809.414528120988 6.554744194772792e-19
3810.6584878860385 4.806679106273717e-19
3811.902447651089 3.640132637800117e-19
3813.1464074161404 5.112430552007868e-19
3814.3903671811922 5.760456112933585e-19
3815.6343269462423 6.9041444098498495e-19
3816.878286711293 7.903002584441372e-19
3818.122246476344 6.365254230387212e-19
3819.366206241396 5.829436118263785e-19
3820.610166006446 6.30080844880672e-19
3821.854125771497 8.048090197353463e-19
3823.0980855365483 1.1079326889815157e-18
3824.3420453016 9.156614049339282e-19
3825.58600506665 6.690036103740607e-19
3826.8299648317006 7.04785661680012e-19
3828.0739245967525 7.336827211613807e-19
3829.3178843618034 5.84992973044074e-19
3830.5618441268543 4.451025510567527e-19
3831.8058038919053 5.059760212603951e-19
3833.0497636569567 6.093352140903481e-19
3834.293723422008 6.772494595196807e-19
3835.537683187058 7.2581673355869865e-19
3836.781642952109 6.1014759531585e-19
3838.025602717161 4.255261238359644e-19
3839.2695624822113 4.735780722333897e-19
3840.513522247262 7.038936335372942e-19
3841.7574820123127 4.623361215057807e-19
3843.0014417773646 3.9798908431485307e-19
3844.2454015424155 5.764147285384014e-19
3845.489361307466 4.627659766401342e-19
3846.7333210725174 6.168057016528956e-19
3847.977280837569 1.0907816991940933e-18
3849.221240602619 1.0655511607403536e-18
3850.46520036767 7.289784656485867e-19
3851.709160132721 5.344094840358267e-19
3852.953119897773 6.47385290126417e-19
3854.197079662823 6.059898941224719e-19
3855.441039427874 5.878445386806068e-19
3856.6849991929253 7.857922635562521e-19
3857.9289589579757 6.565655286772302e-19
3859.172918723027 6.461483337774331e-19
3860.4168784880776 7.056202805835931e-19
3861.660838253129 6.74616920572394e-19
3862.904798018181 5.976747183903729e-19
3864.1487577832313 6.529604652048492e-19
3865.392717548282 6.0224451707432345e-19
3866.636677313333 4.796612788448228e-19
3867.8806370783836 4.257742690343521e-19
3869.124596843435 5.499838957897725e-19
3870.368556608486 7.351415664518803e-19
3871.612516373537 5.894994731479129e-19
3872.8564761385883 5.959823820493754e-19
3874.1004359036388 4.741001370430995e-19
3875.3443956686897 3.475801416737683e-19
3876.588355433741 4.92524341706695e-19
3877.8323151987925 6.487148289358499e-19
3879.076274963843 7.888769451858005e-19
3880.3202347288934 4.815693283714787e-19
3881.564194493945 3.8822243251758405e-19
3882.808154258996 6.486299143710157e-19
3884.052114024047 6.063405598411152e-19
3885.2960737890976 4.639972815180797e-19
3886.540033554149 5.015198374394577e-19
3887.7839933192 7.251257881620988e-19
3889.027953084251 6.363448583238989e-19
3890.2719128493018 4.886984633977345e-19
3891.5158726143527 6.623882593050541e-19
3892.759832379404 6.668332233629587e-19
3894.0037921444546 4.893896576290236e-19
3895.2477519095055 4.459350232433419e-19
3896.491711674557 5.895932038718254e-19
3897.7356714396083 5.376045382454813e-19
3898.9796312046587 4.2797299289710666e-19
3900.2235909697088 5.103594800184211e-19
3901.4675507347606 6.045105667327951e-19
