# Wavelength in nm, Data in W / (nm m2)
wavelength data
328.83065735004993 1.2171776671918755e-18
328.8927279259477 9.329727526025937e-19
328.95479850184546 5.516651754590276e-19
329.01686907774325 1.314010956295225e-18
329.078939653641 2.630908444152001e-18
329.1410102295388 9.54236024528974e-19
329.20308080543657 1.440878900838188e-18
329.2651513813343 -2.534545369101953e-17
329.32722195723204 9.503912148021998e-17
329.38929253312983 2.7383757872194315e-16
329.4513631090276 5.873010158365376e-16
329.5134336849254 8.068565519283026e-16
329.57550426082315 3.2395123250179554e-16
329.6375748367209 -1.5173519991113334e-17
329.6996454126187 -1.0814569334408386e-17
329.76171598851647 8.3782804129659085e-19
329.82378656441426 5.701229772928753e-19
329.885857140312 1.7831267285526475e-18
329.94792771620973 1.364913200279e-18
330.0099982921075 -6.807340958313937e-19
330.0720688680053 7.322599910821241e-19
330.1341394439031 2.612897171769674e-18
330.19621001980084 1.3816641028150145e-18
330.2582805956986 1.4389385790047821e-18
330.32035117159637 1.8312571088450184e-18
330.38242174749416 1.0585036741655795e-18
330.44449232339196 2.4429523811045704e-18
330.5065628992897 1.9713067001664154e-18
330.5686334751874 1.5130934211987149e-18
330.6307040510852 8.801843770518044e-19
330.692774626983 7.959469455705635e-19
330.75484520288074 5.420915666830948e-19
330.81691577877854 1.767435590491677e-18
330.8789863546763 2.258445549703892e-18
330.94105693057406 1.362535400288701e-18
331.00312750647186 1.6925863616351941e-18
331.0651980823696 3.2489856504176678e-18
331.1272686582673 5.532926272257227e-19
331.1893392341651 -3.084439105386611e-18
331.2514098100629 -2.310952681283156e-19
331.3134803859607 3.8514182279485506e-18
331.37555096185844 1.5206015995291907e-18
331.4376215377562 1.0543116029871041e-18
331.49969211365396 2.7451367970119167e-18
331.56176268955176 2.7927617669351635e-18
331.62383326544955 2.1974133285114814e-18
331.6859038413473 1.5373769410638286e-18
331.747974417245 1.1222298666326118e-18
331.8100449931428 2.3265295234784224e-18
331.8721155690406 4.8730192819064766e-18
331.9341861449384 4.924465517055539e-18
331.99625672083613 4.368114968561808e-18
332.05832729673386 3.120565212112649e-18
332.12039787263166 3.737123738659326e-18
332.18246844852945 1.5286802062100034e-18
332.2445390244272 2.0999297358628195e-18
332.306609600325 7.942088426062695e-18
332.3686801762227 5.0702543783600656e-18
332.4307507521205 4.493645841516834e-18
332.4928213280183 5.775156511456364e-18
332.55489190391603 3.862209617497938e-18
332.61696247981376 6.618838561243563e-18
332.67903305571156 6.587610268370637e-18
332.74110363160935 9.560945349997277e-19
332.80317420750714 5.194294634279918e-19
332.8652447834049 4.6165699817574334e-18
332.9273153593026 4.575852875468315e-18
332.9893859352004 2.640191421841289e-18
333.0514565110982 3.633788601819645e-18
333.113527086996 2.838138004574242e-18
333.1755976628937 2.38493122132314e-18
333.23766823879146 3.0821635607703387e-18
333.29973881468925 1.9106419437908582e-18
333.36180939058704 1.0873890037991407e-18
333.42387996648483 -1.9001826782753467e-19
333.48595054238257 6.0173720847332206e-18
333.5480211182803 -1.4481069119869663e-18
333.6100916941781 -2.308159239870094e-18
333.6721622700759 1.84041251014765e-18
333.7342328459736 3.308393548243775e-18
333.7963034218714 4.901763561907118e-18
333.85837399776915 3.45031760748473e-18
333.92044457366694 3.379249123668639e-18
333.98251514956473 2.9473197766095206e-18
334.04458572546247 3.2613657741845394e-18
334.10665630136026 4.776643613059834e-19
334.168726877258 7.278876771540453e-18
334.2307974531558 9.82278868685725e-18
334.2928680290536 -1.674320732127507e-18
334.3549386049513 8.856831998975136e-20
334.41700918084905 9.3844838841553e-18
334.47907975674684 1.0824667812559166e-17
334.54115033264463 5.9235782585203195e-18
334.6032209085424 8.306920878478704e-18
334.66529148444016 1.4838098515674962e-17
334.7273620603379 1.4941448654494552e-17
334.7894326362357 5.331723183921977e-18
334.8515032121335 9.08226222186643e-19
334.9135737880313 -1.3698340111303667e-18
334.975644363929 -1.1166959944480061e-19
335.03771493982674 1.3841629980813865e-17
335.09978551572453 1.1466843616691541e-17
335.1618560916223 -1.3579878404408634e-19
335.2239266675201 7.830093031927182e-18
335.28599724341785 9.121690286788943e-18
335.3480678193156 1.4994710115763625e-17
335.4101383952134 1.249607604016975e-17
335.4722089711112 3.8328653120888e-18
335.5342795470089 3.685009043114705e-18
335.5963501229067 7.957783804134303e-18
335.65842069880443 1.1437625631165022e-17
335.7204912747022 1.3024114190284029e-17
335.7825618506 5.7945164896055226e-18
335.84463242649775 -3.710330610547803e-18
335.9067030023955 3.0225594011108483e-19
335.9687735782933 7.07340723229332e-18
336.0308441541911 8.620612956389472e-18
336.09291473008886 7.82342890297133e-18
336.1549853059866 4.979044388911267e-18
336.21705588188433 1.8891709351114896e-18
336.2791264577821 8.953491965802102e-18
336.3411970336799 9.051838443890241e-18
336.4032676095777 6.049138351574225e-19
336.46533818547545 7.535433698909548e-18
336.5274087613732 6.355901735956129e-18
336.589479337271 4.642791828623251e-18
336.65154991316876 9.336975519512899e-18
336.71362048906656 7.790713949968867e-18
336.7756910649643 9.505015749243631e-18
336.837761640862 1.8961702979684668e-17
336.8998322167598 1.9775809520340806e-17
336.9619027926576 1.075856123362968e-17
337.02397336855535 4.230818192399954e-18
337.08604394445314 -7.613550173974559e-18
337.1481145203509 2.7528409444058852e-18
337.21018509624867 -3.847332624459983e-18
337.27225567214646 5.512972259420898e-18
337.3343262480442 2.0397816366525222e-17
337.3963968239419 2.291471581491443e-17
337.4584673998397 1.9571954046359323e-17
337.5205379757375 1.73442308341442e-17
337.5826085516353 1.6663270070016273e-17
337.64467912753304 8.21142600621662e-18
337.7067497034308 1.6751258464946245e-17
337.76882027932857 1.1352868689131237e-17
337.83089085522636 7.56906806857629e-18
337.89296143112415 7.167959859915151e-18
337.9550320070219 8.822262132823806e-18
338.0171025829196 2.6670755402420563e-17
338.0791731588174 2.6137522806481312e-17
338.1412437347152 1.7760753111730824e-17
338.203314310613 1.5778527967794043e-17
338.26538488651073 1.823322056292107e-17
338.32745546240847 1.704675861517551e-17
338.38952603830626 1.830701807919586e-17
338.45159661420405 1.1493890592384115e-17
