# wavelength flux(cal) flux
3912.0207 1.077329e+03 1.829755e+03
3913.2477 1.141650e+03 1.933774e+03
3914.4748 1.254552e+03 2.119335e+03
3915.7018 1.241991e+03 2.092557e+03
3916.9288 1.260203e+03 2.117665e+03
3918.1558 1.117542e+03 1.873045e+03
3919.3829 1.196174e+03 1.999660e+03
3920.6099 1.167022e+03 1.945934e+03
3921.8369 1.189095e+03 1.977710e+03
3923.0639 1.225355e+03 2.032895e+03
3924.2910 1.272901e+03 2.106511e+03
3925.5180 1.068818e+03 1.764408e+03
3926.7450 1.266699e+03 2.085952e+03
3927.9720 1.297096e+03 2.130827e+03
3929.1991 1.313588e+03 2.152732e+03
3930.4261 1.260966e+03 2.061572e+03
3931.6531 1.178158e+03 1.921642e+03
3932.8801 1.210030e+03 1.969011e+03
3934.1072 1.164303e+03 1.890211e+03
3935.3342 1.120023e+03 1.814149e+03
3936.5612 1.102355e+03 1.781470e+03
3937.7882 1.107002e+03 1.784949e+03
3939.0153 1.169873e+03 1.882112e+03
3940.2423 1.188896e+03 1.908488e+03
3941.4693 1.188813e+03 1.904177e+03
3942.6963 1.226961e+03 1.961018e+03
3943.9234 1.128979e+03 1.800539e+03
3945.1504 1.147435e+03 1.826079e+03
3946.3774 1.160690e+03 1.843282e+03
3947.6044 1.198198e+03 1.898879e+03
3948.8315 1.231635e+03 1.947837e+03
3950.0585 1.280118e+03 2.020373e+03
3951.2855 1.194188e+03 1.880936e+03
3952.5125 1.204571e+03 1.893487e+03
3953.7396 1.336987e+03 2.097462e+03
3954.9666 1.266744e+03 1.983360e+03
3956.1936 1.198191e+03 1.872378e+03
3957.4206 1.262446e+03 1.968991e+03
3958.6477 1.077458e+03 1.677270e+03
3959.8747 1.136337e+03 1.765592e+03
3961.1017 1.164386e+03 1.805798e+03
3962.3287 1.189963e+03 1.842058e+03
3963.5557 1.221640e+03 1.887639e+03
3964.7828 1.207175e+03 1.861917e+03
3966.0098 1.290605e+03 1.987037e+03
3967.2368 1.271598e+03 1.954310e+03
3968.4638 1.241200e+03 1.904253e+03
3969.6909 1.217398e+03 1.864503e+03
3970.9179 1.258291e+03 1.923834e+03
3972.1449 1.170916e+03 1.787213e+03
3973.3719 1.085083e+03 1.653430e+03
3974.5990 1.131246e+03 1.720917e+03
3975.8260 1.212817e+03 1.841988e+03
3977.0530 1.196749e+03 1.814641e+03
3978.2800 1.129826e+03 1.710423e+03
3979.5071 1.173847e+03 1.774254e+03
3980.7341 1.232829e+03 1.860490e+03
3981.9611 1.172786e+03 1.767143e+03
3983.1881 1.117646e+03 1.681484e+03
3984.4152 1.195331e+03 1.795645e+03
3985.6422 1.129640e+03 1.694430e+03
3986.8692 1.125432e+03 1.685629e+03
3988.0962 1.186103e+03 1.773912e+03
3989.3233 1.192070e+03 1.780271e+03
3990.5503 1.157803e+03 1.726636e+03
3991.7773 1.222816e+03 1.821030e+03
3993.0043 1.235198e+03 1.836918e+03
3994.2314 1.265315e+03 1.879127e+03
3995.4584 1.289309e+03 1.912172e+03
3996.6854 1.521332e+03 2.253270e+03
3997.9124 1.998922e+03 2.956733e+03
3999.1395 2.823228e+03 4.170578e+03
4000.3665 3.082054e+03 4.547075e+03
4001.5935 3.014133e+03 4.441228e+03
4002.8205 2.852705e+03 4.198105e+03
4004.0476 2.501340e+03 3.676481e+03
4005.2746 2.145170e+03 3.149137e+03
4006.5016 1.751439e+03 2.568043e+03
4007.7286 1.434061e+03 2.100192e+03
4008.9557 1.214769e+03 1.776956e+03
4010.1827 1.143715e+03 1.671088e+03
4011.4097 1.099973e+03 1.605346e+03
4012.6367 1.115948e+03 1.626833e+03
4013.8638 1.119583e+03 1.630325e+03
4015.0908 1.132721e+03 1.647657e+03
4016.3178 1.176642e+03 1.709705e+03
4017.5448 1.248738e+03 1.812539e+03
4018.7719 1.452132e+03 2.105564e+03
4019.9989 1.673147e+03 2.423534e+03
4021.2259 1.738581e+03 2.515762e+03
4022.4529 1.698397e+03 2.455161e+03
4023.6800 1.714998e+03 2.476720e+03
4024.9070 1.564292e+03 2.256889e+03
4026.1340 1.480479e+03 2.133932e+03
4027.3610 1.394192e+03 2.007672e+03
4028.5881 1.211613e+03 1.743141e+03
4029.8151 1.193480e+03 1.715492e+03
4031.0421 1.162720e+03 1.669783e+03
4032.2691 1.204374e+03 1.728079e+03
4033.4962 1.161913e+03 1.665711e+03
4034.7232 1.129562e+03 1.617954e+03
4035.9502 1.129561e+03 1.616598e+03
4037.1772 1.148253e+03 1.641997e+03
4038.4042 1.150558e+03 1.643961e+03
4039.6313 1.168362e+03 1.668072e+03
4040.8583 1.206635e+03 1.721368e+03
4042.0853 1.218000e+03 1.736249e+03
4043.3123 1.178647e+03 1.678885e+03
4044.5394 1.150445e+03 1.637500e+03
4045.7664 1.165035e+03 1.657063e+03
4046.9934 1.137578e+03 1.616856e+03
4048.2204 1.156760e+03 1.642969e+03
4049.4475 1.177878e+03 1.671815e+03
4050.6745 1.126169e+03 1.597346e+03
4051.9015 1.164150e+03 1.650128e+03
4053.1285 1.205470e+03 1.707591e+03
4054.3556 1.199338e+03 1.697826e+03
4055.5826 1.218406e+03 1.723750e+03
4056.8096 1.151994e+03 1.628800e+03
4058.0366 1.166680e+03 1.648583e+03
4059.2637 1.198289e+03 1.692260e+03
4060.4907 1.141457e+03 1.611080e+03
4061.7177 1.223544e+03 1.725975e+03
4062.9447 1.171781e+03 1.652055e+03
4064.1718 1.118382e+03 1.575928e+03
4065.3988 1.071237e+03 1.508710e+03
4066.6258 1.035415e+03 1.457516e+03
4067.8528 1.065592e+03 1.499250e+03
4069.0799 1.099860e+03 1.546713e+03
4070.3069 1.033888e+03 1.453250e+03
4071.5339 1.119688e+03 1.573126e+03
4072.7609 1.007933e+03 1.415477e+03
4073.9880 1.066931e+03 1.497674e+03
4075.2150 1.073530e+03 1.506294e+03
4076.4420 1.089670e+03 1.528306e+03
4077.6690 1.092130e+03 1.531139e+03
4078.8961 1.138474e+03 1.595487e+03
4080.1231 1.093653e+03 1.532089e+03
4081.3501 1.050779e+03 1.471484e+03
4082.5771 1.131602e+03 1.584097e+03
4083.8042 1.173383e+03 1.642014e+03
4085.0312 1.116946e+03 1.562512e+03
4086.2582 1.088614e+03 1.522381e+03
4087.4852 1.067702e+03 1.492667e+03
4088.7123 1.099317e+03 1.536397e+03
4089.9393 1.110044e+03 1.550934e+03
4091.1663 1.088865e+03 1.520913e+03
4092.3933 1.116166e+03 1.558621e+03
4093.6204 1.159037e+03 1.618062e+03
4094.8474 1.105594e+03 1.543066e+03
4096.0744 1.069896e+03 1.492881e+03
4097.3014 1.127544e+03 1.572956e+03
4098.5285 1.279504e+03 1.784550e+03
4099.7555 1.308365e+03 1.824417e+03
4100.9825 1.524999e+03 2.126069e+03
4102.2095 1.705220e+03 2.376868e+03
4103.4366 1.936079e+03 2.698167e+03
4104.6636 1.972792e+03 2.748858e+03
4105.8906 1.901013e+03 2.648412e+03
4107.1176 1.679872e+03 2.339972e+03
4108.3446 1.558658e+03 2.170816e+03
4109.5717 1.381626e+03 1.923998e+03
4110.7987 1.175295e+03 1.636466e+03
4112.0257 1.129713e+03 1.572817e+03
4113.2527 1.042447e+03 1.451169e+03
4114.4798 1.034471e+03 1.439926e+03
4115.7068 1.162669e+03 1.618229e+03
4116.9338 1.064999e+03 1.482172e+03
4118.1608 1.097414e+03 1.527178e+03
4119.3879 1.018370e+03 1.417093e+03
4120.6149 1.105471e+03 1.538217e+03
4121.8419 1.163646e+03 1.619094e+03
4123.0689 1.091060e+03 1.518046e+03
4124.2960 1.074732e+03 1.495289e+03
4125.5230 1.076931e+03 1.498321e+03
4126.7500 1.113202e+03 1.548770e+03
4127.9770 1.151685e+03 1.602309e+03
4129.2041 1.115636e+03 1.552166e+03
4130.4311 1.110446e+03 1.544969e+03
4131.6581 1.084618e+03 1.509071e+03
4132.8851 1.024220e+03 1.425082e+03
4134.1122 1.072643e+03 1.492516e+03
4135.3392 1.090142e+03 1.516937e+03
4136.5662 1.077555e+03 1.499506e+03
4137.7932 1.109061e+03 1.543447e+03
4139.0203 1.101757e+03 1.533391e+03
4140.2473 1.092492e+03 1.520615e+03
4141.4743 1.092997e+03 1.521450e+03
4142.7013 9.959872e+02 1.386542e+03
4143.9284 1.123975e+03 1.564877e+03
4145.1554 1.082246e+03 1.506942e+03
4146.3824 1.120942e+03 1.561005e+03
4147.6094 1.087499e+03 1.514619e+03
4148.8365 1.089636e+03 1.517794e+03
4150.0635 1.113111e+03 1.550707e+03
4151.2905 1.075821e+03 1.498974e+03
4152.5175 1.128308e+03 1.572345e+03
4153.7446 1.104768e+03 1.539784e+03
4154.9716 1.063842e+03 1.482990e+03
4156.1986 1.116981e+03 1.557334e+03
4157.4256 1.072116e+03 1.495049e+03
4158.6527 1.059064e+03 1.477122e+03
4159.8797 1.101362e+03 1.536413e+03
4161.1067 1.147970e+03 1.601751e+03
4162.3337 1.118760e+03 1.561316e+03
4163.5608 1.165868e+03 1.627403e+03
4164.7878 1.205264e+03 1.682763e+03
4166.0148 1.149420e+03 1.605156e+03
4167.2418 1.108729e+03 1.548688e+03
4168.4689 1.063713e+03 1.486162e+03
4169.6959 1.049368e+03 1.466476e+03
4170.9229 1.082787e+03 1.513557e+03
4172.1499 1.106423e+03 1.546991e+03
4173.3770 1.064974e+03 1.489427e+03
4174.6040 1.058499e+03 1.480767e+03
4175.8310 1.073012e+03 1.501479e+03
4177.0580 1.125988e+03 1.576049e+03
4178.2851 1.142230e+03 1.599238e+03
4179.5121 1.110443e+03 1.555184e+03
4180.7391 1.091964e+03 1.529757e+03
4181.9661 1.067974e+03 1.496599e+03
4183.1931 1.047411e+03 1.468234e+03
4184.4202 1.094445e+03 1.534645e+03
4185.6472 1.197613e+03 1.679842e+03
4186.8742 1.067895e+03 1.498376e+03
4188.1012 1.044160e+03 1.465554e+03
4189.3283 1.141719e+03 1.603019e+03
4190.5553 1.109884e+03 1.558849e+03
4191.7823 1.139238e+03 1.600627e+03
4193.0093 1.096180e+03 1.540668e+03
4194.2364 1.153562e+03 1.621892e+03
4195.4634 1.066446e+03 1.499946e+03
4196.6904 1.095373e+03 1.541191e+03
4197.9174 1.090575e+03 1.535006e+03
4199.1445 1.135533e+03 1.598881e+03
4200.3715 1.096748e+03 1.544854e+03
4201.5985 1.087137e+03 1.531902e+03
4202.8255 1.079300e+03 1.521447e+03
4204.0526 1.115310e+03 1.572825e+03
4205.2796 1.179965e+03 1.664662e+03
4206.5066 1.186047e+03 1.673911e+03
4207.7336 1.138582e+03 1.607574e+03
4208.9607 1.098874e+03 1.552144e+03
4210.1877 1.093912e+03 1.545774e+03
4211.4147 1.076387e+03 1.521646e+03
4212.6417 1.064549e+03 1.505546e+03
4213.8688 1.006192e+03 1.423621e+03
4215.0958 9.820514e+02 1.390063e+03
4216.3228 1.019225e+03 1.443308e+03
4217.5498 1.132898e+03 1.604981e+03
4218.7769 1.062396e+03 1.505766e+03
4220.0039 1.103837e+03 1.565199e+03
4221.2309 1.006508e+03 1.427833e+03
4222.4579 1.091775e+03 1.549496e+03
4223.6850 1.078959e+03 1.532007e+03
4224.9120 1.021667e+03 1.451326e+03
4226.1390 9.827847e+02 1.396741e+03
4227.3660 1.023989e+03 1.455983e+03
4228.5931 1.034107e+03 1.471062e+03
4229.8201 1.030255e+03 1.466279e+03
4231.0471 1.096490e+03 1.561294e+03
4232.2741 1.071200e+03 1.526019e+03
4233.5012 1.046612e+03 1.491715e+03
4234.7282 1.073965e+03 1.531449e+03
4235.9552 1.057199e+03 1.508282e+03
4237.1822 1.086702e+03 1.551142e+03
4238.4093 1.310569e+03 1.871618e+03
4239.6363 1.552049e+03 2.217587e+03
4240.8633 1.689760e+03 2.415568e+03
4242.0903 1.805797e+03 2.582757e+03
4243.3174 1.704078e+03 2.438518e+03
4244.5444 1.513402e+03 2.166774e+03
4245.7714 1.367970e+03 1.959568e+03
4246.9984 1.207683e+03 1.730860e+03
4248.2255 1.111682e+03 1.594103e+03
4249.4525 1.048020e+03 1.503603e+03
4250.6795 1.020449e+03 1.464819e+03
4251.9065 1.009175e+03 1.449404e+03
4253.1335 1.009310e+03 1.450370e+03
4254.3606 1.002878e+03 1.441900e+03
4255.5876 9.818271e+02 1.412392e+03
4256.8146 1.044924e+03 1.503972e+03
4258.0416 1.060549e+03 1.527290e+03
4259.2687 1.045250e+03 1.506080e+03
4260.4957 1.105370e+03 1.593577e+03
4261.7227 1.067094e+03 1.539242e+03
4262.9497 1.045041e+03 1.508265e+03
4264.1768 1.056183e+03 1.525192e+03
4265.4038 1.024489e+03 1.480247e+03
4266.6308 1.010740e+03 1.461198e+03
4267.8578 1.031943e+03 1.492689e+03
4269.0849 1.061767e+03 1.536693e+03
4270.3119 1.019120e+03 1.475804e+03
4271.5389 1.033233e+03 1.497091e+03
4272.7659 9.976615e+02 1.446373e+03
4273.9930 9.911740e+02 1.437789e+03
4275.2200 9.634554e+02 1.398382e+03
4276.4470 1.039709e+03 1.509927e+03
4277.6740 1.048351e+03 1.523356e+03
4278.9011 1.027006e+03 1.493202e+03
4280.1281 1.031382e+03 1.500436e+03
4281.3551 1.007988e+03 1.467256e+03
4282.5821 9.857529e+02 1.435729e+03
4283.8092 1.061779e+03 1.547364e+03
4285.0362 1.071951e+03 1.563106e+03
4286.2632 1.042943e+03 1.521702e+03
4287.4902 1.048389e+03 1.530551e+03
4288.7173 1.016209e+03 1.484451e+03
4289.9443 1.034174e+03 1.511590e+03
4291.1713 1.106994e+03 1.618988e+03
4292.3983 1.093634e+03 1.600403e+03
4293.6254 1.076771e+03 1.576667e+03
4294.8524 1.058827e+03 1.551322e+03
4296.0794 1.093929e+03 1.603712e+03
4297.3064 1.075059e+03 1.576997e+03
4298.5335 1.146518e+03 1.682833e+03
4299.7605 1.108155e+03 1.627507e+03
4300.9875 9.723834e+02 1.428969e+03
4302.2145 1.009279e+03 1.484088e+03
4303.4416 9.786821e+02 1.439971e+03
4304.6686 1.020960e+03 1.503090e+03
4305.8956 1.026736e+03 1.512514e+03
4307.1226 1.009041e+03 1.487355e+03
4308.3497 1.023132e+03 1.509047e+03
4309.5767 9.654265e+02 1.424808e+03
4310.8037 9.363447e+02 1.382736e+03
4312.0307 1.036720e+03 1.531904e+03
4313.2578 1.020576e+03 1.508976e+03
4314.4848 9.461375e+02 1.399776e+03
4315.7118 9.997849e+02 1.480058e+03
4316.9388 9.978952e+02 1.478172e+03
4318.1659 9.951133e+02 1.474963e+03
4319.3929 9.925538e+02 1.472079e+03
4320.6199 1.014427e+03 1.505452e+03
4321.8469 1.001971e+03 1.487888e+03
4323.0740 9.580384e+02 1.423533e+03
4324.3010 9.649223e+02 1.434653e+03
4325.5280 9.986152e+02 1.485671e+03
4326.7550 1.005253e+03 1.496476e+03
4327.9820 1.008991e+03 1.502977e+03
4329.2091 9.994055e+02 1.489626e+03
4330.4361 9.944684e+02 1.483192e+03
4331.6631 9.950840e+02 1.485037e+03
4332.8901 1.036986e+03 1.548537e+03
4334.1172 1.086510e+03 1.623504e+03
4335.3442 1.064849e+03 1.592134e+03
4336.5712 1.035419e+03 1.549098e+03
4337.7982 9.805670e+02 1.467952e+03
4339.0253 9.847059e+02 1.475071e+03
4340.2523 1.056591e+03 1.583745e+03
4341.4793 1.141092e+03 1.711476e+03
4342.7063 1.051326e+03 1.577828e+03
4343.9334 1.023048e+03 1.536351e+03
4345.1604 1.040647e+03 1.563759e+03
4346.3874 1.083848e+03 1.629698e+03
4347.6144 1.084355e+03 1.631482e+03
4348.8415 1.049093e+03 1.579419e+03
4350.0685 1.069127e+03 1.610590e+03
4351.2955 1.037665e+03 1.564174e+03
4352.5225 1.034804e+03 1.560840e+03
4353.7496 1.038561e+03 1.567489e+03
4354.9766 1.006701e+03 1.520355e+03
4356.2036 9.931747e+02 1.500867e+03
4357.4306 1.018420e+03 1.539982e+03
4358.6577 1.075763e+03 1.627712e+03
4359.8847 1.070944e+03 1.621434e+03
4361.1117 1.030836e+03 1.561688e+03
4362.3387 1.005279e+03 1.523922e+03
4363.5658 1.023677e+03 1.552784e+03
