  4003.123  1.919e-16  7.472e-17
  4007.464  3.207e-16  7.029e-17
  4011.810  5.491e-16  7.506e-17
  4016.153  1.210e-16  6.790e-17
  4020.502  2.421e-16  6.418e-17
  4024.850  2.364e-16  6.470e-17
  4029.199  4.802e-16  7.407e-17
  4033.549  3.405e-16  7.464e-17
  4037.900  4.866e-16  7.927e-17
  4042.244 -2.408e-16  5.862e-17
  4046.607  3.070e-16  7.458e-17
  4050.962  2.825e-16  7.765e-17
  4055.318  7.654e-16  9.130e-17
  4059.676  6.652e-16  8.549e-17
  4064.033  6.390e-16  7.729e-17
  4068.394  6.990e-16  7.941e-17
  4072.755  7.168e-16  7.614e-17
  4077.117  2.814e-16  6.243e-17
  4081.481  5.489e-16  6.765e-17
  4085.845  3.576e-16  5.670e-17
  4090.208  2.360e-16  5.592e-17
  4094.578  7.003e-16  6.435e-17
  4098.944  2.459e-16  5.165e-17
  4103.315  4.287e-16  5.588e-17
  4107.684  4.221e-16  5.645e-17
  4112.059  7.465e-16  6.178e-17
  4116.432  5.563e-16  5.874e-17
  4120.806  5.342e-16  5.689e-17
  4125.182  6.767e-16  5.951e-17
  4129.558  3.850e-16  5.187e-17
  4133.936  5.538e-16  5.630e-17
  4138.315  5.598e-16  5.403e-17
  4142.696  5.689e-16  5.331e-17
  4147.077  6.558e-16  5.510e-17
  4151.460  4.428e-16  4.981e-17
  4155.843  4.273e-16  4.833e-17
  4160.228  4.535e-16  4.838e-17
  4164.615  6.135e-16  5.116e-17
  4169.002  3.933e-16  4.557e-17
  4173.391  4.646e-16  4.582e-17
  4177.781  5.746e-16  4.710e-17
  4182.171  3.675e-16  4.250e-17
  4186.564  5.184e-16  4.453e-17
  4190.957  5.555e-16  4.497e-17
  4195.352  6.117e-16  4.494e-17
  4199.747  6.328e-16  4.486e-17
  4204.144  6.848e-16  4.554e-17
  4208.542  5.446e-16  4.211e-17
  4212.941  3.921e-16  3.878e-17
  4217.342  3.465e-16  3.770e-17
  4221.743  4.979e-16  4.004e-17
  4226.146  3.905e-16  3.716e-17
  4230.550  4.105e-16  3.769e-17
  4234.955  4.279e-16  3.806e-17
  4239.362  4.367e-16  3.733e-17
  4243.769  4.888e-16  3.779e-17
  4248.178  5.583e-16  4.004e-17
  4252.586  4.545e-16  3.697e-17
  4256.998  3.899e-16  3.499e-17
  4261.411  3.774e-16  3.546e-17
  4265.824  4.735e-16  3.700e-17
  4270.239  6.327e-16  3.991e-17
  4274.654  5.417e-16  3.754e-17
  4279.071  4.601e-16  3.605e-17
  4283.489  4.890e-16  3.669e-17
  4287.908  4.783e-16  3.582e-17
  4292.326  4.792e-16  3.438e-17
  4296.750  4.947e-16  3.475e-17
  4301.173  4.970e-16  3.439e-17
  4305.596  5.427e-16  3.549e-17
  4310.021  5.028e-16  3.503e-17
  4314.447  4.413e-16  3.364e-17
  4318.875  5.685e-16  3.640e-17
  4323.303  5.370e-16  3.505e-17
  4327.733  6.927e-16  3.743e-17
  4332.163  5.266e-16  3.555e-17
  4336.595  6.776e-16  3.729e-17
  4341.028  6.594e-16  3.667e-17
  4345.462  6.036e-16  3.584e-17
  4349.898  5.503e-16  3.515e-17
  4354.334  5.914e-16  3.532e-17
  4358.772  6.661e-16  3.687e-17
  4363.211  4.685e-16  3.329e-17
  4367.651  5.859e-16  3.495e-17
  4372.092  5.832e-16  3.524e-17
  4376.534  5.034e-16  3.373e-17
  4380.977  6.861e-16  3.591e-17
  4385.422  6.355e-16  3.504e-17
  4389.867  6.215e-16  3.473e-17
  4394.314  6.317e-16  3.480e-17
  4398.762  6.009e-16  3.489e-17
  4403.211  4.970e-16  3.279e-17
  4407.661  6.068e-16  3.519e-17
  4412.113  5.477e-16  3.408e-17
  4416.565  5.988e-16  3.458e-17
  4421.019  5.497e-16  3.359e-17
  4425.474  6.019e-16  3.432e-17
  4429.929  7.034e-16  3.513e-17
  4434.386  5.824e-16  3.363e-17
  4438.845  6.245e-16  3.381e-17
  4443.304  5.759e-16  3.323e-17
  4447.764  5.027e-16  3.174e-17
  4452.226  5.860e-16  3.247e-17
  4456.688  5.286e-16  3.156e-17
  4461.152  5.635e-16  3.197e-17
  4465.617  5.022e-16  3.080e-17
  4470.083  6.094e-16  3.261e-17
  4474.550  6.303e-16  3.228e-17
  4479.019  6.841e-16  3.291e-17
  4483.488  6.292e-16  3.224e-17
  4487.958  5.794e-16  3.132e-17
  4492.430  5.527e-16  3.070e-17
  4496.903  5.877e-16  3.105e-17
  4501.377  5.723e-16  3.095e-17
  4505.852  6.143e-16  3.093e-17
  4510.328  6.001e-16  3.081e-17
  4514.805  6.815e-16  3.203e-17
  4519.283  5.969e-16  3.026e-17
  4523.762  5.860e-16  3.012e-17
  4528.243  5.607e-16  2.980e-17
  4532.725  6.522e-16  3.087e-17
  4537.207  6.232e-16  3.044e-17
  4541.691  6.556e-16  3.067e-17
  4546.176  5.752e-16  2.940e-17
  4550.662  7.390e-16  3.131e-17
  4555.149  6.260e-16  2.984e-17
  4559.637  5.610e-16  2.892e-17
  4564.127  5.880e-16  2.914e-17
  4568.617  6.224e-16  2.946e-17
  4573.109  5.698e-16  2.846e-17
  4577.601  5.377e-16  2.760e-17
  4582.095  5.274e-16  2.751e-17
  4586.590  6.096e-16  2.824e-17
  4591.085  5.749e-16  2.763e-17
  4595.582  5.890e-16  2.747e-17
  4600.080  6.490e-16  2.808e-17
  4604.580  6.915e-16  2.849e-17
  4609.080  6.185e-16  2.721e-17
  4613.581  5.890e-16  2.688e-17
  4618.083  5.450e-16  2.618e-17
  4622.587  5.440e-16  2.604e-17
  4627.091  5.296e-16  2.560e-17
  4631.597  5.299e-16  2.555e-17
  4636.104  5.586e-16  2.546e-17
  4640.612  5.229e-16  2.479e-17
  4645.120  4.913e-16  2.424e-17
  4649.630  5.275e-16  2.463e-17
  4654.141  5.559e-16  2.502e-17
  4658.653  6.428e-16  2.600e-17
  4663.166  5.044e-16  2.438e-17
  4667.681  6.441e-16  2.600e-17
  4672.196  5.403e-16  2.443e-17
  4676.712  5.849e-16  2.500e-17
  4681.230  5.603e-16  2.459e-17
  4685.748  5.137e-16  2.384e-17
  4690.268  5.372e-16  2.390e-17
  4694.788  5.140e-16  2.349e-17
  4699.310  5.035e-16  2.321e-17
  4703.833  5.849e-16  2.389e-17
  4708.356  5.083e-16  2.311e-17
  4712.881  5.027e-16  2.296e-17
  4717.407  5.461e-16  2.352e-17
  4721.934  4.787e-16  2.269e-17
  4726.462  5.481e-16  2.332e-17
  4730.991  5.128e-16  2.270e-17
  4735.521  5.354e-16  2.298e-17
  4740.052  5.197e-16  2.276e-17
  4744.584  4.790e-16  2.225e-17
  4749.117  4.803e-16  2.216e-17
  4753.651  4.918e-16  2.216e-17
  4758.187  4.960e-16  2.220e-17
  4762.723  4.767e-16  2.178e-17
  4767.260  4.545e-16  2.154e-17
  4771.799  4.669e-16  2.176e-17
  4776.338  4.403e-16  2.129e-17
  4780.879  4.681e-16  2.165e-17
  4785.420  4.218e-16  2.085e-17
  4789.963  5.132e-16  2.206e-17
  4794.506  4.713e-16  2.156e-17
  4799.051  4.840e-16  2.151e-17
  4803.596  4.681e-16  2.139e-17
  4808.143  4.174e-16  2.072e-17
  4812.690  4.426e-16  2.091e-17
  4817.239  4.240e-16  2.077e-17
  4821.789  5.334e-16  2.190e-17
  4826.339  3.912e-16  2.047e-17
  4830.891  4.648e-16  2.124e-17
  4835.444  3.768e-16  2.005e-17
  4839.998  4.437e-16  2.083e-17
  4844.552  5.113e-16  2.157e-17
  4849.108  5.554e-16  2.190e-17
  4853.665  5.171e-16  2.133e-17
  4858.223  5.075e-16  2.105e-17
  4862.782  5.004e-16  2.087e-17
  4867.341  5.457e-16  2.133e-17
  4871.902  5.398e-16  2.131e-17
  4876.464  4.726e-16  2.059e-17
  4881.027  5.388e-16  2.143e-17
  4885.591  5.178e-16  2.118e-17
  4890.155  5.000e-16  2.093e-17
  4894.721  5.216e-16  2.111e-17
  4899.288  5.323e-16  2.132e-17
  4903.856  5.581e-16  2.148e-17
  4908.424  4.917e-16  2.062e-17
  4912.994  5.254e-16  2.078e-17
  4917.565  5.058e-16  2.041e-17
  4922.137  4.570e-16  1.975e-17
  4926.709  4.912e-16  2.024e-17
  4931.283  4.979e-16  2.028e-17
  4935.858  5.307e-16  2.054e-17
  4940.434  5.257e-16  2.057e-17
  4945.010  5.594e-16  2.095e-17
  4949.588  4.962e-16  2.024e-17
  4954.166  5.284e-16  2.057e-17
  4958.746  5.258e-16  2.044e-17
  4963.327  5.634e-16  2.075e-17
  4967.908  5.049e-16  2.007e-17
  4972.491  5.345e-16  2.050e-17
  4977.074  5.819e-16  2.093e-17
  4981.658  5.444e-16  2.041e-17
  4986.244  5.217e-16  2.002e-17
  4990.830  5.631e-16  2.058e-17
  4995.417  5.456e-16  2.022e-17
  5000.006  4.765e-16  1.941e-17
  5004.595  5.273e-16  2.004e-17
  5009.185  5.832e-16  2.048e-17
  5013.776  5.075e-16  1.956e-17
  5018.368  5.661e-16  2.009e-17
  5022.961  5.548e-16  1.989e-17
  5027.555  4.889e-16  1.908e-17
  5032.150  5.552e-16  1.986e-17
  5036.746  5.460e-16  1.958e-17
  5041.343  5.300e-16  1.949e-17
  5045.941  5.685e-16  1.984e-17
  5050.540  5.754e-16  1.984e-17
  5055.139  5.573e-16  1.979e-17
