# Wavelength in nm, Data in W / (nm m2)
wavelength data
328.8276296837413 -4.0374198491502893e-19
328.88970514823006 -5.210317679804924e-19
328.9517806127188 -4.881011975419263e-19
329.0138560772075 1.0877923044542764e-18
329.07593154169626 7.546429912762832e-19
329.13800700618503 1.2530752417147295e-18
329.20008247067375 5.064438202464148e-19
329.26215793516246 -3.790829237250223e-19
329.32423339965123 -1.1295965395216896e-18
329.38630886413995 -4.439541437211286e-19
329.44838432862866 4.343891539739754e-19
329.51045979311743 1.052628538664752e-18
329.5725352576062 1.303233687771058e-18
329.6346107220949 5.736241037195306e-19
329.69668618658363 2.9604954457515693e-19
329.7587616510724 -8.784497301221274e-20
329.8208371155612 -1.4379651554143939e-19
329.88291258004983 7.963832371133411e-19
329.9449880445386 -4.516390434933824e-19
330.0070635090274 -9.284351468115782e-19
330.0691389735161 -1.1207065539560676e-18
330.1312144380048 -5.70990915225019e-19
330.1932899024936 -1.183332183377061e-18
330.25536536698235 -3.7414750084972424e-22
330.31744083147106 1.2881258014196487e-18
330.3795162959598 1.5606195591065888e-18
330.44159176044855 9.87431755143082e-19
330.50366722493726 -5.939519140486155e-19
330.565742689426 -2.1838814827783817e-19
330.62781815391475 4.733044840360864e-19
330.6898936184035 1.0510728106046361e-18
330.75196908289223 3.330908453155958e-18
330.81404454738095 1.9624019745211696e-18
330.8761200118697 -4.2260130192966557e-19
330.9381954763585 -9.993375748654136e-19
331.00027094084714 -5.131806573258033e-19
331.0623464053359 -9.72265492081313e-19
331.1244218698247 -1.371362594331974e-18
331.1864973343134 -5.042605421361006e-19
331.2485727988021 -8.019344637566151e-19
331.3106482632909 -7.61356736185648e-19
331.37272372777966 1.4543118686542186e-18
331.4347991922684 1.5424747613054952e-18
331.4968746567571 7.376948019563429e-19
331.55895012124586 -1.6899067684103198e-18
331.62102558573457 -5.315776998391194e-19
331.6831010502233 3.195579124059733e-19
331.74517651471206 -3.7164003569997815e-19
331.8072519792008 4.064602405732475e-18
331.86932744368954 1.895156686726416e-18
331.93140290817826 9.696920271509387e-19
331.993478372667 1.5480953510989255e-18
332.0555538371558 8.35663775071085e-20
332.11762930164446 1.0346063680883629e-18
332.1797047661332 3.455892167641741e-18
332.241780230622 2.997687645296363e-18
332.3038556951107 8.786747704536167e-19
332.3659311595994 1.9594967179987857e-18
332.4280066240882 3.7557562759054386e-18
332.49008208857697 1.5141174481911903e-18
332.5521575530657 -9.975631567347636e-20
332.6142330175544 2.2580916282835723e-18
332.67630848204317 4.254716194691287e-18
332.7383839465319 3.2745084672356e-18
332.8004594110206 5.532108605486164e-18
332.86253487550937 3.539725617021029e-18
332.92461033999814 1.6756946405271752e-18
332.98668580448685 1.8567499996748415e-18
333.04876126897557 -2.258314488283231e-19
333.11083673346434 -3.790388717383001e-18
333.17291219795305 6.875570461640686e-19
333.23498766244177 3.0714896591023457e-18
333.29706312693054 2.280786777876088e-18
333.3591385914193 3.861502007151752e-18
333.421214055908 4.9948225312804815e-18
333.48328952039674 2.9918387670563746e-18
333.5453649848855 2.2778010213032348e-18
